2026/06/18 11:51:26.692, 100, 23, 558, 16376, 114.34
2026/06/18 11:51:27.694, 4, 1, 2626, 16376, 74.44
2026/06/18 11:51:28.694, 100, 24, 2626, 16376, 227.07
2026/06/18 11:51:29.694, 100, 24, 2625, 16376, 227.44
2026/06/18 11:51:30.694, 100, 24, 2625, 16376, 227.73
2026/06/18 11:51:31.694, 100, 24, 2625, 16376, 227.66
2026/06/18 11:51:32.694, 100, 24, 2619, 16376, 227.69
2026/06/18 11:51:33.695, 100, 24, 2619, 16376, 226.88
2026/06/18 11:51:34.695, 100, 24, 2619, 16376, 227.84
2026/06/18 11:51:35.695, 100, 24, 2619, 16376, 227.45
2026/06/18 11:51:36.695, 100, 24, 2615, 16376, 227.45
2026/06/18 11:51:37.695, 100, 24, 2615, 16376, 228.01
2026/06/18 11:51:38.695, 100, 24, 2615, 16376, 228.27
2026/06/18 11:51:39.695, 100, 24, 2615, 16376, 228.49
2026/06/18 11:51:40.695, 100, 24, 2615, 16376, 227.40
2026/06/18 11:51:41.696, 100, 24, 2615, 16376, 228.10
2026/06/18 11:51:42.696, 100, 24, 2615, 16376, 227.62
2026/06/18 11:51:43.696, 100, 24, 2615, 16376, 227.18
