2026/06/18 11:52:40.281, 1, 0, 551, 16376, 49.06
2026/06/18 11:52:41.283, 1, 0, 4039, 16376, 48.79
2026/06/18 11:52:42.283, 100, 69, 2586, 16376, 111.61
2026/06/18 11:52:43.283, 100, 69, 2596, 16376, 249.92
2026/06/18 11:52:44.283, 100, 72, 2596, 16376, 251.62
2026/06/18 11:52:45.283, 100, 72, 2594, 16376, 253.97
2026/06/18 11:52:46.284, 100, 72, 2590, 16376, 251.28
2026/06/18 11:52:47.284, 100, 72, 2590, 16376, 253.26
2026/06/18 11:52:48.284, 100, 72, 2590, 16376, 254.34
2026/06/18 11:52:49.284, 100, 72, 2589, 16376, 254.62
2026/06/18 11:52:50.284, 100, 72, 2589, 16376, 254.68
2026/06/18 11:52:51.285, 100, 72, 2589, 16376, 255.08
2026/06/18 11:52:52.285, 100, 72, 2589, 16376, 253.82
2026/06/18 11:52:53.285, 100, 72, 2589, 16376, 254.34
2026/06/18 11:52:54.285, 100, 72, 2589, 16376, 251.22
2026/06/18 11:52:55.285, 100, 72, 2589, 16376, 250.51
2026/06/18 11:52:56.285, 100, 72, 2589, 16376, 247.62
2026/06/18 11:52:57.285, 100, 72, 2589, 16376, 246.89
2026/06/18 11:52:58.286, 100, 72, 2591, 16376, 247.95
