2026/06/18 10:11:08.144, 37, 4, 518, 16376, 54.44
2026/06/18 10:11:09.146, 4, 1, 4071, 16376, 54.34
2026/06/18 10:11:10.146, 89, 10, 2614, 16376, 102.14
2026/06/18 10:11:11.146, 100, 36, 2620, 16376, 215.24
2026/06/18 10:11:12.147, 100, 36, 2619, 16376, 215.59
2026/06/18 10:11:13.147, 100, 37, 2619, 16376, 216.32
2026/06/18 10:11:14.147, 100, 37, 2614, 16376, 215.45
2026/06/18 10:11:15.147, 100, 36, 2614, 16376, 216.67
2026/06/18 10:11:16.147, 100, 36, 2614, 16376, 216.46
2026/06/18 10:11:17.147, 100, 36, 2614, 16376, 216.85
2026/06/18 10:11:18.147, 100, 36, 2614, 16376, 216.82
2026/06/18 10:11:19.147, 100, 37, 2614, 16376, 216.96
2026/06/18 10:11:20.147, 100, 37, 2614, 16376, 216.91
2026/06/18 10:11:21.148, 100, 37, 2614, 16376, 216.99
2026/06/18 10:11:22.148, 100, 36, 2614, 16376, 215.59
2026/06/18 10:11:23.148, 100, 36, 2614, 16376, 215.36
2026/06/18 10:11:24.148, 100, 36, 2619, 16376, 213.35
2026/06/18 10:11:25.148, 100, 37, 2618, 16376, 213.17
2026/06/18 10:11:26.148, 100, 37, 2616, 16376, 213.42
