2026/06/18 11:45:59.312, 1, 0, 551, 16376, 49.52
2026/06/18 11:46:00.314, 1, 0, 4011, 16376, 54.11
2026/06/18 11:46:01.314, 100, 55, 2630, 16376, 199.68
2026/06/18 11:46:02.314, 100, 55, 2640, 16376, 250.40
2026/06/18 11:46:03.314, 100, 58, 2640, 16376, 255.11
2026/06/18 11:46:04.314, 100, 58, 2637, 16376, 255.12
2026/06/18 11:46:05.314, 100, 58, 2633, 16376, 254.95
2026/06/18 11:46:06.315, 100, 58, 2633, 16376, 255.83
2026/06/18 11:46:07.315, 100, 58, 2633, 16376, 256.07
2026/06/18 11:46:08.315, 100, 58, 2629, 16376, 256.25
2026/06/18 11:46:09.315, 100, 58, 2629, 16376, 255.32
2026/06/18 11:46:10.315, 100, 58, 2629, 16376, 255.67
2026/06/18 11:46:11.315, 100, 58, 2629, 16376, 255.60
2026/06/18 11:46:12.315, 100, 58, 2629, 16376, 254.05
2026/06/18 11:46:13.316, 100, 58, 2629, 16376, 253.04
2026/06/18 11:46:14.316, 100, 59, 2629, 16376, 254.65
2026/06/18 11:46:15.316, 100, 59, 2629, 16376, 253.72
2026/06/18 11:46:16.316, 100, 58, 2629, 16376, 253.56
2026/06/18 11:46:17.316, 100, 59, 2632, 16376, 246.89
