2026/06/18 10:10:49.048, 100, 34, 517, 16376, 154.36
2026/06/18 10:10:50.049, 6, 1, 4055, 16376, 57.51
2026/06/18 10:10:51.050, 79, 8, 2598, 16376, 128.42
2026/06/18 10:10:52.050, 100, 46, 2608, 16376, 239.29
2026/06/18 10:10:53.050, 100, 47, 2608, 16376, 241.03
2026/06/18 10:10:54.050, 100, 48, 2607, 16376, 242.58
2026/06/18 10:10:55.050, 100, 48, 2602, 16376, 241.67
2026/06/18 10:10:56.050, 100, 48, 2602, 16376, 238.52
2026/06/18 10:10:57.050, 100, 48, 2602, 16376, 238.03
2026/06/18 10:10:58.051, 100, 48, 2602, 16376, 238.14
2026/06/18 10:10:59.051, 100, 47, 2602, 16376, 238.04
2026/06/18 10:11:00.051, 100, 48, 2598, 16376, 237.92
2026/06/18 10:11:01.051, 100, 48, 2598, 16376, 238.15
2026/06/18 10:11:02.051, 100, 48, 2598, 16376, 238.17
2026/06/18 10:11:03.051, 100, 48, 2598, 16376, 239.19
2026/06/18 10:11:04.051, 100, 47, 2598, 16376, 239.88
2026/06/18 10:11:05.051, 100, 48, 2598, 16376, 240.12
2026/06/18 10:11:06.052, 100, 48, 2598, 16376, 238.32
2026/06/18 10:11:07.052, 100, 47, 2596, 16376, 238.29
