2026/06/18 12:06:36.767, 100, 43, 558, 16376, 132.39
2026/06/18 12:06:37.769, 3, 0, 2627, 16376, 52.38
2026/06/18 12:06:38.769, 100, 32, 2626, 16376, 189.53
2026/06/18 12:06:39.769, 100, 32, 2625, 16376, 221.69
2026/06/18 12:06:40.769, 100, 32, 2625, 16376, 221.90
2026/06/18 12:06:41.769, 100, 32, 2625, 16376, 221.48
2026/06/18 12:06:42.770, 100, 32, 2619, 16376, 220.86
2026/06/18 12:06:43.770, 100, 32, 2619, 16376, 221.89
2026/06/18 12:06:44.770, 100, 32, 2619, 16376, 221.62
2026/06/18 12:06:45.770, 100, 32, 2619, 16376, 221.55
2026/06/18 12:06:46.770, 100, 32, 2615, 16376, 221.72
2026/06/18 12:06:47.770, 100, 32, 2615, 16376, 221.81
2026/06/18 12:06:48.779, 100, 32, 2615, 16376, 220.73
2026/06/18 12:06:49.779, 100, 32, 2615, 16376, 221.20
2026/06/18 12:06:50.779, 100, 32, 2615, 16376, 221.43
2026/06/18 12:06:51.779, 100, 32, 2615, 16376, 221.74
2026/06/18 12:06:52.779, 100, 32, 2615, 16376, 221.86
2026/06/18 12:06:53.780, 100, 32, 2615, 16376, 221.39
