2026/06/18 12:19:06.483, 1, 0, 547, 16376, 55.96
2026/06/18 12:19:07.484, 1, 0, 4124, 16376, 55.15
2026/06/18 12:19:08.485, 100, 41, 2671, 16376, 155.02
2026/06/18 12:19:09.485, 100, 41, 2682, 16376, 206.73
2026/06/18 12:19:10.485, 100, 41, 2678, 16376, 207.34
2026/06/18 12:19:11.485, 100, 42, 2676, 16376, 207.74
2026/06/18 12:19:12.485, 100, 42, 2671, 16376, 208.04
2026/06/18 12:19:13.485, 100, 42, 2671, 16376, 208.07
2026/06/18 12:19:14.493, 100, 42, 2671, 16376, 207.80
2026/06/18 12:19:15.493, 100, 42, 2671, 16376, 207.70
2026/06/18 12:19:16.493, 100, 42, 2671, 16376, 208.51
2026/06/18 12:19:17.493, 100, 42, 2671, 16376, 207.49
2026/06/18 12:19:18.493, 100, 42, 2671, 16376, 205.38
2026/06/18 12:19:19.494, 100, 42, 2671, 16376, 204.46
2026/06/18 12:19:20.494, 100, 42, 2671, 16376, 203.53
2026/06/18 12:19:21.494, 100, 42, 2671, 16376, 203.35
2026/06/18 12:19:22.494, 100, 42, 2671, 16376, 203.66
2026/06/18 12:19:23.494, 100, 42, 2671, 16376, 203.68
2026/06/18 12:19:24.494, 100, 42, 2675, 16376, 203.57
